State,District,Latitude,Longitude,District code,Population,Male,Female,Literate,Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Male Workers,Female Workers,Non Workers,Agricultural Workers,Household Workers,Rural Households,Urban Households,Households,LPG or PNG Households,Housholds with Electric Lighting,Households with Internet,Households with Computer,Primary Education,Secondary Education,Higher Education,Graduate Education,Households with Car Jeep Van,Ownership Owned Households,Ownership Rented Households,Sex ratio,Literacy_rate
Andhra Pradesh,Adilabad,19.284513950073435,78.81321233480176,532,2741239,1369597,1371642,1483347,1323667,2399901,275970,15422,1377,25510,617,748939,574728,1417572,484912,84661,597466,220248,817714,194954,566108,5512,45202,344167,225957,143143,100226,8338,559211,77594,100.0,54.0
Andhra Pradesh,Anantapur,14.312065561843148,77.4601584478577,553,4081148,2064495,2016653,2310960,2036166,3599372,443456,20463,932,341,1417,1208544,827622,2044982,879537,105343,902997,341431,1244428,223016,897970,8606,48299,720357,331793,162175,144915,9915,779195,172680,98.0,57.0
Andhra Pradesh,Chittoor,13.33109263067696,78.92763898886037,554,4174064,2090204,2083860,2667878,1933357,3737588,397870,24129,867,253,1322,1202223,731134,2240707,748093,57269,907970,395900,1303870,324406,944555,13763,67087,770836,548336,265199,246409,16296,815953,196720,100.0,64.0
Andhra Pradesh,East Godavari,16.782718320784902,82.2432074720511,545,5154296,2569688,2584608,3288577,2093681,4983330,77777,77825,738,413,4149,1545831,547850,3060615,1122046,57853,1199479,406362,1605841,479914,1297273,22411,93784,947606,521562,271809,263023,25381,1088823,278383,101.0,64.0
Andhra Pradesh,Guntur,15.884925767634847,80.58657614107885,548,4887813,2440521,2447292,2960441,2381624,4217597,559770,89763,764,323,3282,1442370,939254,2506189,1227956,47436,1069877,513113,1582990,648568,1186028,19383,80434,845810,453446,246580,221924,17424,981115,276073,100.0,61.0
Andhra Pradesh,Hyderabad,17.38971555555556,78.46668888888888,536,3943323,2018575,1924748,2892155,1413297,2046051,1713405,87522,11446,1268,19560,1045585,367712,2530026,23029,46157,0,1066289,1066289,581509,869721,149034,274653,596591,811501,517425,558090,124106,437146,422826,95.0,73.0
Andhra Pradesh,Karimnagar,18.515483193277312,79.43765428571413,534,3776269,1880800,1895469,2206829,1876768,3491139,244723,24979,2086,332,312,1049463,827305,1899501,756859,168340,877236,288044,1165280,344667,926768,8831,46584,453505,463403,293493,256633,14175,823820,141432,101.0,58.0
Andhra Pradesh,Khammam,17.683921325051784,80.67008643892335,541,2797370,1390988,1406382,1630234,1410062,2595321,158887,33463,655,217,459,802906,607156,1387308,804537,19799,669262,201363,870625,219710,668519,8628,42171,346118,238811,154774,160804,11887,616617,115379,101.0,58.0
Andhra Pradesh,Krishna,16.143872753151673,81.14805061000413,547,4517398,2267375,2250023,3009718,2048880,4023678,307043,145598,1393,863,6320,1327299,721581,2468518,1006976,48444,909292,567042,1476334,632890,1163932,30438,101450,692968,531821,312753,328454,27969,863382,328243,99.0,67.0
Andhra Pradesh,Kurnool,15.43759715142429,77.90086836581717,552,4053463,2039227,2014236,2127161,2029425,3328380,670737,33165,737,255,2235,1164122,865303,2024038,1037302,60791,783853,306982,1090835,195001,816721,10081,56478,672951,271828,152453,115504,10622,710444,156505,99.0,52.0
Andhra Pradesh,Mahbubnagar,16.639546224256293,77.98933089244859,538,4053028,2050386,2002642,1940646,2082501,3673456,334172,21345,658,290,388,1140067,942434,1970527,931084,57846,848963,161052,1010015,136843,757821,6153,60812,596134,308575,169083,98227,12615,800743,66068,98.0,48.0
Andhra Pradesh,Medak,17.889304978038055,78.13778901903379,535,3033288,1523030,1510258,1637137,1442203,2637313,342449,34301,1309,554,457,837874,604329,1591085,571129,67642,593653,195479,789132,163074,604719,8635,47170,503713,373729,201928,127493,14362,570933,90125,99.0,54.0
Andhra Pradesh,Nalgonda,17.113250515463907,79.16984453608244,539,3488809,1759772,1729037,2001019,1741693,3249231,188646,35025,937,241,250,976428,765265,1747116,863131,45124,833504,197433,1030937,228818,789225,7715,53777,518669,367424,238695,196134,18927,760789,103172,98.0,57.0
Andhra Pradesh,Nizamabad,18.429485849056604,78.07523490566035,533,2551335,1250641,1300694,1389810,1261076,2123426,391596,19653,2357,1847,542,684320,576756,1290259,448281,171311,565165,155133,720298,186740,545913,5261,35036,421399,396396,223365,141850,10088,490840,93887,104.0,54.0
Andhra Pradesh,Prakasam,15.489039001601704,80.11665790176184,549,3397448,1714764,1682684,1904435,1700567,3150195,220654,18775,266,97,204,991842,708725,1696881,889218,42603,873486,214089,1087575,290947,763746,6151,43611,495556,249034,142026,133627,9071,717208,127205,98.0,56.0
Andhra Pradesh,Srikakulam,18.570900998697432,84.25874814010675,542,2703114,1341738,1361376,1495381,1290288,2666950,9025,18879,193,77,160,766483,523805,1412826,700833,34479,752752,149684,902436,149554,615432,3988,32280,348354,251521,146721,121213,5264,610487,68045,101.0,55.0
Andhra Pradesh,Vizianagaram,18.28329696032972,83.45982854198873,543,2344474,1161477,1182997,1238388,1157962,2299129,16423,17853,380,114,815,679289,478673,1186512,557254,27469,592458,157056,749514,140361,527736,4453,24128,300057,186576,115144,103591,5002,514227,68076,102.0,53.0
Andhra Pradesh,Warangal,18.01752608695651,79.87422028985509,540,3512576,1759281,1753295,2065023,1705655,3273755,197333,31377,1453,253,569,960926,744729,1806921,758092,43550,758738,288249,1046987,237349,828077,12952,59006,457529,430242,279234,248942,15727,761465,117060,100.0,59.0
Andhra Pradesh,West Godavari,16.63297943925236,81.45912990654196,546,3936966,1964918,1972048,2652389,1773112,3733191,86142,109120,288,209,1578,1199338,573774,2163854,1061787,33861,1007255,248373,1255628,435334,1017568,12050,55613,718960,415178,215863,207586,14687,836015,207958,100.0,67.0
Arunachal Pradesh,Changlang,27.36048479338845,96.37552644628106,253,148226,76948,71278,73174,62966,47683,2134,35969,94,50381,95,39329,23637,85260,4208,496,33422,6498,39920,4762,14593,170,1486,22537,10032,5641,3633,1102,20141,5793,93.0,49.0
Arunachal Pradesh,East Kameng,27.371194055944056,93.04741486013997,247,78690,38775,39915,38449,31710,12333,652,37136,36,452,23,16424,15286,46980,1063,273,14503,5215,19718,3583,5318,57,885,10487,6213,4510,2330,577,12051,2014,103.0,49.0
Arunachal Pradesh,East Siang,28.15382352941176,95.06499226006191,251,99214,50116,49098,62576,40222,27854,2289,18254,69,776,30,23591,16631,58992,3565,493,19497,9524,29021,4866,14231,450,1582,13713,10937,9498,6540,2072,11640,5518,98.0,63.0
Arunachal Pradesh,Kurung Kumey,28.04853351800553,93.24531994459834,256,92076,45318,46758,36606,38044,4859,471,51189,43,121,81,18429,19615,54032,2947,833,18603,1092,19695,586,3911,95,969,15054,6997,4353,2031,605,15458,410,103.0,40.0
Arunachal Pradesh,Lohit,27.946785273972623,96.59670770547945,259,145726,76221,69505,83062,60945,99020,3846,10684,210,24452,104,38910,22035,84781,7789,786,33599,11372,44971,6549,17157,312,1471,25179,13070,7612,5180,1203,17340,7188,91.0,57.0
Arunachal Pradesh,Lower Dibang Valley,28.32651730103806,95.76567335640142,258,54080,28053,26027,31849,22326,28915,2247,9213,33,2932,19,14102,8224,31754,3354,233,12000,3950,15950,3068,5932,207,742,7957,5508,3570,2795,703,5317,3805,93.0,59.0
Arunachal Pradesh,Lower Subansiri,27.70849297297297,93.96226108108112,255,83030,41843,41187,54057,30202,9551,1482,34402,27,193,13,17339,12863,52828,1968,435,18112,5365,23477,4211,12493,381,1598,10821,9861,7674,5230,2002,11259,3062,98.0,65.0
Arunachal Pradesh,Papum Pare,27.273529716981127,93.54468183962264,248,176573,89182,87391,121048,65772,57027,6148,84397,310,4768,139,41263,24509,110801,1859,1543,20308,30180,50488,22966,30539,2477,7418,21956,20007,17342,13840,6454,15037,12769,98.0,69.0
Arunachal Pradesh,Tawang,27.680683962264148,91.82504245283016,245,49977,29151,20826,26073,28561,11842,787,776,1164,34920,72,19554,9007,21416,1581,114,10730,2452,13182,3794,8635,96,494,4730,2140,1989,1379,895,6820,2134,71.0,52.0
Arunachal Pradesh,Tirap,26.94406229508198,95.41470327868862,254,111975,57604,54371,47974,50169,20682,1103,83361,61,778,43,27545,22624,61806,1811,836,18420,6500,24920,3104,16026,98,888,16989,7834,4305,2134,679,15861,2575,94.0,43.0
Arunachal Pradesh,Upper Siang,28.8309244897959,95.00155765306124,252,35320,18699,16621,18195,17644,5261,411,5643,27,2577,7,9968,7676,17676,804,591,8569,2182,10751,1504,6198,97,392,5584,2935,2211,1349,430,5393,1047,89.0,52.0
Arunachal Pradesh,Upper Subansiri,28.277196566523585,93.8991435622318,249,83448,41758,41690,45278,33370,13474,521,8779,28,297,11,17898,15472,50078,1846,481,14542,4672,19214,3123,5373,139,750,16118,10348,8017,4276,569,13420,1635,100.0,54.0
Arunachal Pradesh,West Kameng,27.46486582278483,92.65015750452083,246,83947,46155,37792,48492,42493,31265,1970,8466,328,36087,71,28313,14180,41454,1705,801,17889,6306,24195,7133,14188,202,887,10317,5633,3987,2693,1299,9390,5787,82.0,58.0
Arunachal Pradesh,West Siang,28.106296920289843,94.53510344202908,250,112274,58168,54106,64746,49177,15881,2218,29969,577,3311,49,29156,20021,63097,1384,298,22272,8503,30775,6115,14204,303,1300,17675,11441,8418,6030,1964,14876,4678,93.0,58.0
Assam,Barpeta,26.427872264631056,90.97912010178116,303,1693622,867004,826618,897058,561824,492966,1198036,1020,112,49,399,445297,116527,1131798,98946,30342,447189,52192,499381,50806,84804,2078,25286,307884,121924,87377,46947,5560,326160,7625,95.0,53.0
Assam,Bongaigaon,26.45012521994133,90.6734296187684,319,738804,375818,362986,434078,255806,359145,371033,5924,384,236,871,197542,58264,482998,47406,9485,181923,38470,220393,29937,49866,2523,12959,138294,55924,35491,20221,5837,134382,12007,97.0,59.0
Assam,Cachar,24.815570668693017,92.86849650455927,316,1736617,886284,850333,1174128,608062,1038985,654816,37635,280,341,1673,469752,138310,1128555,68664,24466,346227,88933,435160,62135,140205,5316,37541,447993,156156,79766,45341,8700,324905,25190,96.0,68.0
Assam,Darrang,26.58463215962442,92.04141338028155,325,928500,475273,453227,487039,324843,327322,597392,1688,431,57,724,246864,77979,603657,81617,10542,268517,20189,288706,17676,45444,1166,12084,163277,59039,47398,22267,3533,180669,3789,95.0,52.0
Assam,Dhemaji,27.586533438485816,94.71336908517353,308,686133,351249,334884,423028,316800,655052,13475,8711,297,911,167,186577,130223,369333,19181,7224,211758,16504,228262,16547,28195,1192,10410,138838,80804,55399,28006,3504,122182,5984,95.0,62.0
Assam,Dibrugarh,27.30612284482757,95.0998282327587,310,1326335,676434,649901,884531,560557,1198401,64526,52968,2261,4673,1055,368013,192544,765778,61209,14362,299852,77163,377015,76292,136685,8817,34479,243607,139813,89500,59380,21112,195303,38157,96.0,67.0
Assam,Goalpara,26.017277777777807,90.59869891598912,302,1008183,513292,494891,563577,362573,347878,579929,77862,771,194,477,267118,95455,645610,75828,14346,228610,39504,268114,21455,78641,1364,13524,213510,73683,39885,18294,4112,190189,4793,96.0,56.0
Assam,Golaghat,26.377219709794485,93.82583397823468,313,1066888,543161,523727,721764,479928,917426,90312,50582,1131,3863,530,309104,170824,586960,66616,15068,292893,34190,327083,40889,82345,3073,17636,223902,111145,66197,36887,9295,193055,12450,96.0,68.0
Assam,Hailakandi,24.457496089385486,92.59154664804475,318,659296,337890,321406,407366,214240,251194,397653,8480,84,490,247,170792,43448,445056,31248,7313,159215,16202,175417,11035,44143,1211,10615,177984,50056,28504,11608,2583,134032,4264,95.0,62.0
Assam,Jorhat,26.76244824016563,94.30197722567289,312,1092256,556805,535451,794929,498618,1008219,54684,21051,1540,2378,719,320746,177872,593638,53153,31543,286330,80824,367154,71639,122063,5651,26357,201680,128050,97025,62608,16081,196137,21137,96.0,73.0
Assam,Kamrup,26.170939452054807,91.58863273972592,321,1517542,778461,739081,995319,628954,877495,601784,33297,319,185,1330,428492,200462,888588,99522,69106,390596,43849,434445,70272,122191,3109,23468,290097,154831,118849,55011,10052,295002,7808,95.0,66.0
Assam,Karbi Anglong,26.08966454598031,93.11536570271832,314,956313,490167,466146,557214,383441,766000,20290,157789,370,6260,397,246193,137248,572872,60952,9861,215691,37185,252876,18763,53918,1923,11340,212224,93137,40602,18225,3934,155192,16484,95.0,58.0
Assam,Karimganj,24.69660712250711,92.3679498575498,317,1228686,625864,602822,795297,399171,521962,692489,11990,114,446,524,319798,79373,829515,67033,17435,261945,32695,294640,28261,70951,1933,24699,333885,76685,39637,21408,3757,230546,10212,96.0,65.0
Assam,Kokrajhar,26.497246635730868,90.13997470997688,300,887142,452905,434237,489305,341131,529068,252271,101091,93,1718,396,236322,104809,546011,56330,12423,204896,17115,222011,15089,41373,1218,14063,166013,78788,39571,17287,2996,171597,4205,96.0,55.0
Assam,Lakhimpur,27.14128805970149,94.0775949253732,307,1042137,529674,512463,683486,429995,797130,193476,46217,412,1074,250,282250,147745,612142,43922,10983,293239,34694,327933,32104,60296,1948,15011,212080,107326,82885,44212,6904,183814,12407,97.0,66.0
Assam,Nagaon,26.26462170626351,92.9306191144708,305,2823768,1439112,1384656,1710716,979998,1225246,1563203,26844,3036,1073,1162,766728,213270,1843770,196174,38122,674999,124186,799185,89206,195631,5121,45956,638088,199792,115864,66994,13979,509358,32751,96.0,61.0
Assam,Nalbari,26.46323767605632,91.40598521126763,323,771639,396006,375633,531771,267623,491582,277488,429,62,27,1004,210202,57421,504016,34984,19302,210706,28238,238944,37849,68313,1631,12360,141690,81507,71734,39368,4785,149314,4519,95.0,69.0
Assam,Sonitpur,26.73514926829268,92.85197804878044,306,1924110,983904,940206,1108572,770606,1422824,350536,138166,1363,5088,1003,537195,233411,1153504,114865,25719,483325,64528,547853,70047,133368,4358,31254,416218,141373,90385,49901,11760,323644,22030,96.0,58.0
Assam,Tinsukia,27.53549291139241,95.69055949367085,309,1327929,680231,647698,798322,557196,1181347,48373,76877,1999,16228,837,366623,190573,770733,47756,13241,290704,90910,381614,70471,161718,5135,27948,266717,109805,61040,38152,13323,179202,37251,95.0,60.0
Bihar,Araria,26.211528119180603,87.30766554934816,209,2811569,1463333,1348236,1195768,1069893,1593525,1207442,4116,371,187,1910,708391,361502,1741676,691947,24367,659061,44213,703274,17004,43290,2561,29796,426625,112955,68177,39627,5041,550065,6185,92.0,43.0
Bihar,Aurangabad,24.774291867469877,84.45986024096379,235,2540073,1318684,1221389,1466002,837770,2291133,237353,2218,295,334,775,599157,238613,1702303,426096,40652,428291,49006,477297,24106,44456,2362,31168,482199,253142,136783,91371,7145,377134,6754,93.0,58.0
Bihar,Aurangabad,24.774291867469877,84.45986024096379,515,3701282,1924469,1776813,2503837,1575079,2545438,786677,15991,5142,309093,30981,1015864,559215,2126203,396630,28033,551789,427343,979132,246324,589477,23258,69937,686271,537936,310762,253253,33322,580691,138210,92.0,68.0
Bihar,Banka,24.832355642023337,86.8664916342413,225,2034763,1067140,967623,965321,771080,1772655,250925,6138,139,113,94,517817,253263,1263683,462614,26680,425604,18492,444096,15459,62359,1704,22300,386707,120653,63103,35767,3258,372571,3728,91.0,47.0
Bihar,Begusarai,25.54302613168723,86.12560144032932,222,2970541,1567660,1402881,1548673,938182,2554330,407348,2209,402,229,276,715345,222837,2032359,430870,58167,594377,139248,733625,49493,120373,4644,43127,484502,207136,144783,101836,9821,577162,10968,89.0,52.0
Bihar,Bhagalpur,25.277192885375477,87.04213814229242,224,3037766,1615663,1422103,1573066,983528,2487866,537098,3556,415,180,1050,740056,243472,2054238,475228,60461,522527,130634,653161,63241,174534,6764,46929,524322,247079,154643,118843,8644,540365,13460,88.0,52.0
Bihar,Bhojpur,25.50666439393939,84.49407803030304,231,2728407,1430380,1298027,1599151,822493,2518216,197819,2165,544,647,1472,640283,182210,1905914,364875,47985,434559,77368,511927,45763,62153,3661,34658,605307,313509,163303,131137,7391,401256,9625,91.0,59.0
Bihar,Buxar,25.48593018867924,84.08808081760995,232,1706352,887977,818375,989807,538322,1591454,105423,2125,248,5090,97,402180,136142,1168030,251790,26122,299252,35405,334657,27362,46760,1784,19324,420187,178044,89306,64117,5341,254972,4718,92.0,58.0
Bihar,Darbhanga,26.146187719298258,85.97387352472099,215,3937385,2059949,1877436,1816634,1223640,3042729,881476,3534,832,245,236,947927,275713,2713745,642115,44846,907174,95539,1002713,59510,127442,6280,53205,490534,224622,152540,129597,10325,785953,10615,91.0,46.0
Bihar,Gaya,24.7266541547278,84.94291217765044,236,4391418,2266566,2124852,2297613,1664062,3876395,488121,3943,913,870,1723,1076170,587892,2727356,783505,87178,696289,111282,807571,57738,112617,6856,57011,757690,342254,191824,131163,11827,665673,18754,94.0,52.0
Bihar,Gopalganj,26.44874364161851,84.34636127167629,217,2562012,1267666,1294346,1382998,728201,2119262,436057,2463,271,167,133,539586,188615,1833811,338666,26049,515925,38133,554058,31193,69375,3707,33596,470828,223776,123249,79109,9508,412706,5453,102.0,54.0
Bihar,Jamui,24.78418380462726,86.26316298200514,238,1760405,916064,844341,858588,727571,1525746,217621,8443,162,159,87,452288,275283,1032834,331466,105637,325909,30851,356760,12984,32633,1839,22414,317612,104211,56137,29633,4842,300265,5351,92.0,49.0
Bihar,Jehanabad,25.155679045643165,84.9208124481328,239,1125313,585582,539731,618881,365378,1045117,75742,691,148,248,60,266423,98955,759935,179519,15075,186660,28132,214792,15507,27641,1106,11302,165906,112966,68748,45519,2522,176076,4205,92.0,55.0
Bihar,Katihar,25.56565356037151,87.70466083591326,212,3071029,1600430,1470599,1280190,1013566,1684589,1365645,8659,2754,212,507,760522,253044,2057463,672291,20577,668232,69838,738070,32570,60900,2941,27263,444260,133811,88498,57114,5118,595596,11309,92.0,42.0
Bihar,Khagaria,25.53558891454964,86.56593256351037,223,1666886,883786,783100,768028,560805,1486989,175588,1253,143,79,86,398216,162589,1106081,325731,20816,373696,21007,394703,15401,40641,1580,21654,233494,100555,65931,38697,3120,321312,3292,89.0,46.0
Bihar,Kishanganj,26.324336758321294,87.95045007235886,210,1690400,866970,823430,745056,529064,531236,1149095,5783,398,183,1476,421192,107872,1161336,321867,11633,401793,43357,445150,11715,58718,1093,14073,235779,42778,25989,15386,2436,326865,4776,95.0,44.0
Bihar,Lakhisarai,25.183449321266963,86.12825701357468,227,1000912,526345,474567,507270,326576,956396,40886,487,140,52,78,240494,86082,674336,159970,13546,175882,31763,207645,12938,44491,1186,8862,149312,85807,48001,27261,2415,158930,3444,90.0,51.0
Bihar,Madhepura,25.77341929460581,86.8978443983403,213,2001762,1047559,954203,834577,777546,1753829,241760,1342,170,60,133,496046,281500,1224216,484062,16347,486278,24000,510278,12302,23236,1397,23309,189431,99437,79891,44955,4560,394241,3072,91.0,42.0
Bihar,Madhubani,26.41380538172716,86.16328360450552,207,4487379,2329313,2158066,2155338,1636938,3652168,818912,3262,564,328,442,1105947,530991,2850441,940642,54934,1047552,41234,1088786,47090,113281,5319,65548,771417,303114,170563,137780,11636,884913,8410,93.0,48.0
Bihar,Munger,25.198537962962963,86.54173672839504,226,1367765,729041,638724,801817,426658,1252319,110416,1815,338,95,145,327453,99205,941107,196449,16690,222281,85782,308063,49141,90461,2653,17946,158699,147152,101907,64469,3755,248457,11182,88.0,59.0
Bihar,Muzaffarpur,26.18664417177915,85.32745092024543,216,4801062,2527497,2273565,2509232,1547586,4032773,745546,5149,933,288,382,1195308,352278,3253476,769001,65253,998694,120700,1119394,87796,180651,10290,73012,743623,299475,194920,138916,23333,911967,22474,90.0,52.0
Bihar,Nalanda,25.229345508982053,85.48053113772461,229,2877653,1497060,1380593,1519933,1045420,2669775,198033,1978,393,414,561,703405,342015,1832233,534021,52585,514141,102522,616663,43761,101378,4156,43848,486266,274556,177358,133032,7955,464186,17540,92.0,53.0
Bihar,Nawada,24.825708836206903,85.61594568965519,237,2219146,1144668,1074478,1091012,817041,1964620,244394,1299,250,176,279,539439,277602,1402105,397505,40018,379551,45323,424874,20522,31162,1841,28411,368649,161127,95943,64585,3991,336216,7706,94.0,49.0
Bihar,Pashchim Champaran,27.16064352201258,84.30265911949685,203,3935042,2061110,1873932,1759481,1478947,3047427,865090,8469,926,1337,296,999282,479665,2456095,998833,38691,839514,96620,936134,38414,57546,3495,41143,543965,159563,98732,70669,10911,694531,7910,91.0,45.0
Bihar,Patna,25.40297114503818,85.3198433587787,230,5838465,3078512,2759953,3459679,1881886,5356075,439952,12551,4803,1062,2151,1436411,445475,3956579,658203,85349,657991,552103,1210094,321307,546859,40692,132582,1095655,698351,463361,452340,49821,829728,104162,90.0,59.0
Bihar,Purba Champaran,26.68129336734693,85.00382155612242,204,5099371,2681209,2418162,2276957,1737539,4086453,990349,4865,668,878,464,1260774,476765,3361832,1057417,46164,1142260,101565,1243825,52358,74979,7719,70258,982506,241118,121594,68781,19282,967001,9489,90.0,45.0
Bihar,Purnia,25.81714801901739,87.40447606973065,211,3264619,1699370,1565249,1332326,1143318,1989420,1255641,7989,614,353,1450,803275,340043,2121301,745015,28840,712847,85749,798596,33688,86058,4170,33664,360243,119259,83226,59996,8390,624039,8720,92.0,41.0
Bihar,Rohtas,24.99170460829495,83.9350762672811,234,2959918,1543546,1416372,1799832,924879,2645415,300487,2889,2569,1584,252,707939,216940,2035039,405544,48512,512383,95678,608061,41659,114893,4594,36279,548971,333053,194928,161555,10819,433720,15995,92.0,61.0
Bihar,Saharsa,25.821270696721303,86.54670819672135,214,1900661,997174,903487,804996,649898,1629254,266620,1292,197,60,109,456724,193174,1250763,356833,18651,432651,38046,470697,21651,41342,1668,19415,194897,90182,64560,47051,3824,359161,5426,91.0,42.0
Bihar,Samastipur,25.793205563909765,85.94833323308269,221,4261566,2230003,2031563,2142880,1343400,3800598,452370,2126,554,292,231,1037576,305824,2918166,721629,47917,1012979,43486,1056465,46123,88021,5379,50918,710468,284082,186153,129933,10621,829443,10874,91.0,50.0
Bihar,Saran,25.89656077844312,84.82266287425155,219,3951862,2022821,1929041,2157454,1040231,3534772,406449,2330,371,229,322,857660,182571,2911631,493461,42103,701323,76299,777622,51822,94787,4509,37442,693465,361171,213251,148065,10948,628222,8764,95.0,55.0
Bihar,Sheikhpura,25.12472436548223,85.77839390862943,228,636342,329743,306599,328676,224655,596102,37653,313,75,41,43,151569,73086,411687,109696,9917,108293,24345,132638,6803,20065,631,8873,110525,52860,33856,19676,1728,100345,2119,93.0,52.0
Bihar,Sheohar,26.458380748663107,85.29539411764709,205,656246,346673,309573,283698,216372,552492,99342,522,216,73,52,166693,49679,439874,136334,9119,158484,7516,166000,3983,10004,478,6698,91277,25657,16031,10091,1410,147280,830,89.0,43.0
Bihar,Sitamarhi,26.56570069686413,85.61172491289203,206,3423574,1803252,1620322,1436794,1114583,2672311,740101,2897,261,253,188,865929,248654,2308991,635907,37932,807294,49670,856964,39465,66263,3460,42461,394422,136500,92783,70549,7292,720630,6856,90.0,42.0
Bihar,Siwan,26.1736372013652,84.33766552901022,218,3330464,1675090,1655374,1930175,932416,2712635,608282,2618,369,407,359,730396,202020,2398048,376344,31244,632514,41858,674372,42384,52935,3834,37833,612635,355277,186817,119164,10891,535085,6347,99.0,58.0
Bihar,Supaul,26.28157893772896,86.78496465201461,208,2229076,1155283,1073793,1033283,877682,1809936,409251,3758,271,136,546,551718,325964,1351394,554271,22555,572287,27815,600102,12111,51028,1845,25078,269737,99530,69665,45726,4064,430158,5069,93.0,46.0
Bihar,Vaishali,25.8134703180212,85.39247597173153,220,3495021,1844535,1650486,1926740,1060344,3152346,333980,2203,707,362,246,858648,201696,2434677,502637,36958,699317,51494,750811,47300,70001,4810,39564,487594,291392,178320,124448,11316,620927,6879,89.0,55.0
Chandigarh,Chandigarh,30.7426,76.75872465753424,55,1055450,580663,474787,805438,404136,852574,51447,8720,138329,1160,1960,328159,75977,651314,1687,4799,8911,289456,298367,168344,231204,44283,78113,118667,124707,98786,174528,60494,112043,110377,82.0,76.0
Chhattisgarh,Bastar,19.393866751269048,81.52895126903546,414,1413199,698487,714712,650863,726531,1277975,12413,27951,2099,985,3466,404364,322167,686668,287828,10821,316425,54894,371319,22075,157646,1782,9042,178766,60936,57413,32895,4227,287405,13252,102.0,46.0
Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,30,381956,192764,189192,287620,205871,371973,6984,236,2387,113,10,111543,94328,176085,4138,2561,152458,11987,164445,17262,79146,1574,6281,59489,64730,45695,25474,6573,75560,4092,98.0,75.0
Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,406,2663629,1351574,1312055,1596560,1203197,2540763,57973,20745,6373,2979,2357,715467,487730,1460432,572292,21658,549632,188174,737806,77727,519704,8566,30892,407692,189296,152838,134637,13137,561313,37623,97.0,60.0
Chhattisgarh,Dhamtari,20.554912627291245,81.7569195519348,412,799781,397897,401884,546833,402895,777188,10425,2644,1196,667,3612,226382,176513,396886,182602,7310,168689,41792,210481,14568,148926,1016,4804,148544,65196,58875,31319,3069,156006,6283,101.0,68.0
Chhattisgarh,Durg,21.194463849287164,81.33181639511197,409,3343872,1682101,1661771,2303378,1496805,3129745,83499,24304,24276,19587,17209,921729,575076,1847067,560415,22565,533448,349741,883189,129193,614109,16141,51289,573291,309508,286244,202424,28840,582952,74863,99.0,69.0
Chhattisgarh,Jashpur,22.77286167664669,83.8703962075848,402,851669,424747,426922,495415,487360,629509,15336,189588,474,467,694,263645,223715,364309,197558,7553,205670,20722,226392,6628,76783,567,5755,137681,64188,50562,26161,2442,179774,7347,101.0,58.0
Chhattisgarh,Korba,22.491712499999995,82.57604326923074,404,1206640,612915,593725,748759,521186,1133176,30195,21059,3666,897,753,333329,187857,685454,221806,7899,206598,126055,332653,43357,202380,4544,18004,188303,89167,83166,61215,8677,232642,29297,97.0,62.0
Chhattisgarh,Koriya,23.50412776859501,82.12515636363635,400,658917,334737,324180,397823,307071,604259,25878,9398,1391,84,1155,185483,121588,351846,94648,4830,121852,59763,181615,25605,80023,1667,7609,109639,47127,38677,26802,3402,124298,17842,97.0,60.0
Chhattisgarh,Mahasamund,21.223727037773354,82.65925427435384,411,1032754,511967,520787,637963,499260,1008061,12570,5284,2941,521,1495,291858,207402,533494,278073,6135,274793,35774,310567,13200,212487,961,5614,194739,78583,57949,33357,3546,241908,7773,102.0,62.0
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,403,1493984,750278,743706,951639,690167,1422986,17332,47653,2117,781,409,429211,260956,803817,323788,9959,354278,66638,420916,27771,297308,3342,13857,260661,130700,93340,66358,5979,331942,19805,99.0,64.0
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,520,2634200,1344345,1289855,1939994,1072969,2239370,227465,17452,7477,121791,12260,753843,319126,1561231,191182,32919,581868,377160,959028,328277,547206,38570,96301,407662,441072,221410,204507,43536,463109,119513,96.0,74.0
Chhattisgarh,Raipur,20.88603153846152,82.20032759615388,410,4063872,2048186,2015686,2629749,1757664,3881485,103038,23181,16707,8397,17137,1099964,657700,2306208,708993,34078,673499,395001,1068500,166505,728556,20261,59523,664470,313247,267265,227382,30572,739497,86940,98.0,65.0
Chhattisgarh,Surguja,23.32719278728607,83.23582493887531,401,2359886,1193129,1166757,1187941,1155807,2126195,81442,97432,2303,1287,623,649888,505919,1204079,523356,12643,525596,65167,590763,29433,253131,2737,18983,338509,135374,105992,64607,8096,492651,18701,98.0,50.0
Daman and Diu,Daman,20.431616666666677,72.8392366071429,495,191173,124659,66514,150348,105521,171537,16087,2618,169,216,244,94502,11019,85652,481,409,10006,61073,71079,25844,49249,1316,4543,28094,26991,14170,9128,3163,14722,33493,53.0,79.0
Daman and Diu,Junagadh,20.72568199498111,70.83985639899612,479,2743082,1404356,1338726,1842818,1123709,2397056,334858,2586,1110,1291,3841,801859,321850,1619373,333996,9645,489237,287506,776743,144561,498326,6628,26991,700258,311849,137505,139957,17447,457405,57119,95.0,67.0
