State,District,Latitude,Longitude,District code,Population,Male,Female,Literate,Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Male Workers,Female Workers,Non Workers,Agricultural Workers,Household Workers,Rural Households,Urban Households,Households,LPG or PNG Households,Housholds with Electric Lighting,Households with Internet,Households with Computer,Primary Education,Secondary Education,Higher Education,Graduate Education,Households with Car Jeep Van,Ownership Owned Households,Ownership Rented Households,Sex ratio,Literacy_rate
Kerala,Ernakulam,10.004879301987431,76.26957729035381,595,3282388,1619557,1662831,2855676,1249343,1509557,514397,1248137,860,614,1176,913249,336094,2033045,71391,23976,369694,804997,1174691,499291,771287,88737,184167,446380,702511,389793,429880,135307,689970,88824,103.0,87.0
Kerala,Idukki,9.80480963855423,77.04586641566264,596,1108974,552808,556166,923010,516363,541854,82206,481507,100,189,44,331710,184653,592611,145698,6888,391610,20823,412433,54626,244844,8250,24863,166604,261237,136428,86136,21976,222531,26014,101.0,83.0
Kerala,Kannur,11.941523076923056,75.35209891725934,589,2523003,1181446,1341557,2138434,824116,1509592,742483,262526,424,1118,193,609377,214739,1698887,82988,12875,306288,566191,872479,115356,511167,32653,83940,487016,540383,308670,217203,44108,507341,28563,114.0,85.0
Kerala,Kasaragod,12.33310309912974,75.07768497134369,588,1307375,628613,678762,1037492,462998,729987,486913,87454,151,362,130,325095,137903,844377,38774,24496,251641,166164,417805,74092,237670,10378,32484,268084,238900,122657,76192,19438,240351,22502,108.0,79.0
Kerala,Kollam,8.929388820570157,76.6360775852431,600,2635375,1246968,1388407,2240273,912025,1697635,508500,421598,208,272,63,644362,267663,1723350,92193,21511,523715,401415,925130,263148,630767,31542,83133,406592,595191,307950,233402,58867,597009,51410,111.0,85.0
Kerala,Kottayam,9.643701174068417,76.46059673302705,597,1974551,968289,1006262,1749798,735735,983598,126499,858608,204,358,83,530322,205413,1238816,63052,18523,481967,196194,678161,187213,464039,37849,83999,271496,475724,280720,221350,73096,434540,37276,104.0,89.0
Kerala,Kozhikode,11.392924270557026,75.71158720159153,591,3086293,1470942,1615351,2615443,948981,1734958,1211131,131516,297,235,601,752333,196648,2137312,64198,13312,323793,666543,990336,145558,641660,36791,107602,564392,630818,351267,250117,54277,638772,35910,110.0,85.0
Kerala,Malappuram,10.97329875666072,75.93910775606876,592,4112920,1960328,2152592,3311315,1062424,1135259,2888849,81556,205,179,68,898157,164267,3050496,117405,18423,634543,522586,1157129,139994,730119,27909,119918,770417,933793,392867,203779,59145,719609,47021,110.0,81.0
Kerala,Palakkad,10.784926903553291,76.49980490693744,593,2809934,1359478,1450456,2239492,1042340,1875980,812936,114397,220,238,78,746121,296219,1767594,249949,25035,665899,228442,894341,178386,587583,27162,69440,492864,572412,232109,180540,43458,575878,39417,107.0,80.0
Kerala,Thiruvananthapuram,8.537101759082221,76.88711502868073,601,3301427,1581678,1719749,2785408,1231669,2194057,452915,630573,404,301,76,864101,367568,2069758,94470,28587,559293,609824,1169117,343590,783872,71621,155321,460690,682156,389161,381782,96456,727418,83983,109.0,84.0
Kerala,Thrissur,10.458932647907687,76.12321940836945,594,3121200,1480763,1640437,2678548,1095727,1823442,532839,757484,259,278,62,789511,306216,2025473,73941,27883,336748,715119,1051867,338350,721625,56148,132774,445696,821831,362657,338600,84016,683102,48702,111.0,86.0
Kerala,Wayanad,11.715277464788736,76.07587007042254,590,817420,401684,415736,645585,340077,404460,234185,174453,61,312,1797,228639,111438,477343,101630,4574,266183,11805,277988,23028,149864,4712,15944,144896,184266,87042,51111,13027,166448,12409,103.0,79.0
Madhya Pradesh,Anuppur,23.18184220430107,81.86560000000007,461,749237,379114,370123,436595,346471,686524,21473,2132,606,86,1653,207401,139070,402766,130376,7051,147388,60325,207713,23388,81338,1290,7266,115716,58536,42743,31646,2895,146164,16275,98.0,58.0
Madhya Pradesh,Ashoknagar,24.63098846153845,77.82974493927134,459,845071,443837,401234,469109,315270,778214,40707,635,8009,1352,15094,231829,83441,529801,122387,10559,169606,37135,206741,15886,84720,619,6016,117053,51499,29551,22791,2373,162759,5484,90.0,56.0
Madhya Pradesh,Balaghat,21.80020720640569,80.42170053380796,457,1701698,842178,859520,1147623,893014,1519384,38542,5295,1050,72162,4778,488610,404404,808684,459796,19245,400074,70793,470867,27283,277927,1712,13306,312640,168635,126308,74213,4045,366925,16421,102.0,67.0
Madhya Pradesh,Barwani,21.702135714285724,74.91004719710673,441,1385881,699340,686541,549926,653897,1318869,58222,2967,2361,416,2289,365928,287969,731984,267196,7451,250358,48912,299270,30115,181139,1158,8516,137116,59100,42649,30754,3102,224957,12865,98.0,40.0
Madhya Pradesh,Betul,21.964626315789477,77.7873428189117,447,1575362,799236,776126,939769,786980,1505745,37590,3271,1078,9651,3759,453887,333093,788382,358157,11849,318945,87704,406649,45270,230974,2109,13755,232532,140402,105696,82761,5740,284681,23266,97.0,60.0
Madhya Pradesh,Bhind,26.35951126187245,78.7618324287653,420,1703005,926843,776162,1094917,520768,1595400,66776,973,4047,12215,19950,455775,64993,1182237,158266,9838,271211,88385,359596,32268,107819,1166,14368,261162,140743,96011,50222,4463,288622,7464,84.0,64.0
Madhya Pradesh,Bhopal,23.480726143790854,77.39246623093679,444,2371061,1236130,1134931,1660690,867457,1755861,525434,23432,10789,21688,25950,644960,222497,1503604,105195,24732,118893,581826,700719,281442,452912,40788,94729,303171,211371,178165,266618,60383,357177,107036,92.0,70.0
Madhya Pradesh,Burhanpur,21.364567254408065,76.24460478589425,467,757847,388504,369343,408679,328339,552526,180840,1199,1074,19883,1884,211925,116414,429508,156295,8077,115979,62861,178840,40478,112420,986,5058,119468,57058,42618,28237,2142,124087,12487,95.0,54.0
Madhya Pradesh,Chhatarpur,24.813637376460004,79.56449299191374,425,1762375,936121,826254,943033,751797,1676918,70351,1980,968,250,10409,481518,270279,1010578,238364,26390,375869,95048,470917,36506,176056,1880,15567,236054,112961,77787,59704,6206,354948,12483,88.0,54.0
Madhya Pradesh,Chhindwara,22.227966971713823,78.76413136439254,455,2090922,1064468,1026454,1294198,957984,1923920,100692,4893,2258,24471,7830,582263,375721,1132938,422668,14585,413142,140802,553944,73284,344875,3588,20034,336391,215098,167946,112383,8235,376356,34728,96.0,62.0
Madhya Pradesh,Damoh,23.76624407960196,79.47049303482588,428,1264219,661873,602346,747715,574595,1186420,47966,1681,1096,119,25005,367711,206884,689624,250165,67383,303387,66514,369901,23270,187731,1432,10504,217296,95032,64414,41158,3031,283661,10655,91.0,59.0
Madhya Pradesh,Datia,25.90226439560441,78.63916571428574,422,786754,420157,366597,491445,321160,747693,28483,683,490,7923,453,225662,95498,465594,93744,6839,160453,43401,203854,17555,97696,616,5251,131372,73398,48978,34853,2897,153252,4235,87.0,62.0
Madhya Pradesh,Dewas,22.7851110021322,76.46088805970157,437,1563715,805359,758356,925369,742676,1376591,174259,2355,2330,382,6497,451501,291175,821039,310606,11816,274995,101014,376009,59521,270457,3518,16523,225380,125772,94403,55383,9017,278354,18785,94.0,59.0
Madhya Pradesh,Dhar,22.572681718963157,75.1105620736698,438,2185793,1112725,1073068,1077338,1027974,2051219,116202,2261,1607,328,12199,597079,430895,1157819,437437,15830,412348,103364,515712,75637,349639,2388,18626,244058,134279,99882,66721,8080,378227,33109,96.0,49.0
Madhya Pradesh,Dindori,22.83738437047757,81.04332966714911,453,704524,351913,352611,378714,389925,605435,6736,4238,260,61,687,203383,186542,314599,190962,7958,218021,9774,227795,4576,62372,554,6447,113875,49277,31104,15179,1291,162879,4301,100.0,54.0
Madhya Pradesh,Guna,24.49043927178156,77.2235895968791,458,1241519,649362,592157,653980,514897,1172248,49203,1208,3271,529,13474,335454,179443,726622,175615,12079,212765,72320,285085,34184,144248,2482,11740,157141,79924,50724,42147,5968,224082,13478,91.0,53.0
Madhya Pradesh,Gwalior,26.04074441964285,78.12782433035713,421,2032036,1090327,941709,1357210,685311,1835299,141735,4119,24790,4361,18058,548820,136491,1346725,120348,22592,172720,272172,444892,165061,306859,15779,46454,235924,193082,166719,193947,21313,316586,45158,86.0,67.0
Madhya Pradesh,Harda,22.227659781121783,77.07022571819435,448,570465,294838,275627,352550,230979,527462,38640,683,676,93,1573,156852,74127,339486,101256,6459,112714,31845,144559,22174,95066,986,5376,87733,46556,31939,27126,3556,99039,7072,93.0,62.0
Madhya Pradesh,Hoshangabad,22.595268801996703,78.02168094841929,449,1241350,648725,592625,810644,478082,1175203,52269,4453,3127,1550,3888,345435,132647,763268,181967,9982,209650,105746,315396,61415,198076,2871,14456,183156,119682,89589,84769,7335,217340,25354,91.0,65.0
Madhya Pradesh,Indore,22.680265752128648,75.9133801324502,439,3276697,1699627,1577070,2309130,1268195,2728225,415142,18523,25696,11496,71667,939055,329140,2008502,185528,43584,200371,587947,788318,417170,593576,48691,111478,472233,362209,300076,382658,64865,457287,134832,93.0,70.0
Madhya Pradesh,Jabalpur,23.18525572327043,79.98328754716981,451,2463289,1277278,1186011,1756468,1005624,2159065,203652,23142,13256,4320,33728,705970,299654,1457665,283636,69946,272284,352477,624761,192581,452023,20443,58601,352284,268333,222987,235072,26487,434882,64448,93.0,71.0
Madhya Pradesh,Jhabua,22.419578015397768,74.40921616766468,464,1025048,515023,510025,352081,515121,960925,15733,38423,141,65,8871,265489,249632,509927,115649,5132,211080,24713,235793,16683,125411,744,5591,79781,38236,28990,20240,2215,197972,7149,99.0,34.0
Madhya Pradesh,Katni,23.724416229116937,80.33819665871127,450,1292042,662013,630029,790773,543874,1240650,37232,3158,1167,157,5342,348410,195464,748168,223902,31261,276151,72880,349031,38086,172416,2179,13094,207366,112242,80935,53578,3958,268593,16045,95.0,61.0
Madhya Pradesh,Mandla,22.70348712446353,80.38600543633753,454,1054905,525272,529633,604962,559649,849518,16558,12450,436,297,1789,300235,259414,495256,318909,9453,279674,37258,316932,18413,143803,912,9042,170994,82166,58066,35476,2246,232935,8554,101.0,57.0
Madhya Pradesh,Mandsaur,24.19278764044944,75.43588667736759,433,1340411,682851,657560,834591,679723,1192588,125548,1120,849,242,19029,397714,282009,660688,266350,8556,302287,81832,384119,47723,239885,2324,12507,217234,109751,77219,52546,5435,261639,18028,96.0,62.0
Madhya Pradesh,Morena,26.37313504531724,77.88447341389724,419,1965970,1068417,897553,1179685,675993,1875495,76159,1092,557,3234,6681,525329,150664,1289977,148222,16354,319298,95288,414586,45113,131486,1781,20172,285682,170254,115790,71005,5829,346829,12915,84.0,60.0
Madhya Pradesh,Neemuch,24.70311893333336,75.06608186666664,432,826067,422653,403414,508834,418682,741288,67324,1508,1110,224,14165,245708,172974,407385,136330,4020,174235,67962,242197,34666,145258,1945,8342,127167,69134,53465,42343,4498,157683,14613,95.0,62.0
Madhya Pradesh,Panna,24.451325840092657,80.21133001158752,426,1016520,533480,483040,552559,431998,974748,35214,418,186,37,4734,275375,156623,584522,198847,12201,256744,32179,288923,13285,76097,653,8501,134936,70359,47903,29795,2219,226597,5039,91.0,54.0
Madhya Pradesh,Raisen,23.292518206521724,78.16305495923909,446,1331597,700358,631239,820220,517838,1195235,120331,1725,2262,253,10637,370366,147472,813759,228151,17316,251272,74441,325713,34499,194373,1141,9931,210402,117908,69419,48384,6017,248660,17923,90.0,62.0
Madhya Pradesh,Rajgarh,23.785499026425583,76.66431223922116,442,1545814,790212,755602,804245,745603,1433879,106928,1243,460,121,1599,429768,315835,800211,330820,12123,331894,69823,401717,30688,231130,1611,12718,174381,96386,72316,51499,4185,324899,11977,96.0,52.0
Madhya Pradesh,Ratlam,23.503562290502792,75.14895782122909,434,1455069,738241,716828,825880,690980,1267043,151071,3996,1353,175,29353,411446,279534,764089,305946,11928,266716,107151,373867,67830,213825,3644,14905,194131,111461,86507,67192,5757,265828,21958,97.0,57.0
Madhya Pradesh,Rewa,24.861184625158856,81.57572465057183,430,2365106,1225100,1140006,1441757,991946,2268838,85414,1964,832,986,655,617184,374762,1373160,463506,50878,523910,94489,618399,45180,251132,3406,31194,330131,206274,180635,122371,11833,524701,11182,93.0,61.0
Madhya Pradesh,Sagar,23.800318709677374,78.71940357771273,427,2378458,1256257,1122201,1545719,1006035,2198297,103480,5580,4146,991,62992,682077,323958,1372423,378560,140458,448408,165507,613915,68482,366494,4546,24811,426916,214137,137899,116753,11291,466797,29071,89.0,65.0
Madhya Pradesh,Satna,24.62777621776502,80.75547048710598,429,2228935,1157495,1071440,1371781,911349,2158623,59471,2228,1163,364,3135,590487,320862,1317586,371584,46056,461831,114173,576004,55196,294702,3754,22751,334635,197373,148091,105499,9401,455270,16995,93.0,62.0
Madhya Pradesh,Sehore,22.9297199679658,77.06780202883085,445,1311332,683743,627589,780362,586087,1163607,137980,1404,640,357,6232,364559,221528,725245,227026,9917,270427,59220,329647,30868,212138,1566,11166,179388,120687,77541,50655,6041,235670,11139,92.0,60.0
Madhya Pradesh,Seoni,22.33230487804874,79.66053863928111,456,1379131,695879,683252,864194,684434,1145052,79739,1857,360,7288,4982,394660,289774,694697,376404,11957,335045,47542,382587,26893,228695,1182,10417,241327,116124,84398,55984,4048,284384,14621,98.0,63.0
Madhya Pradesh,Shahdol,23.44859864559819,81.4596831828442,460,1066063,540021,526042,604194,493057,997073,42426,2372,912,268,1737,292402,200655,573006,258991,14329,233594,57846,291440,24255,113184,1733,10817,154282,80402,60915,46513,3819,232450,9838,97.0,57.0
Madhya Pradesh,Shajapur,23.566620317220547,76.33555181268885,436,1512681,780520,732161,894612,717871,1321003,174724,815,631,179,13755,431857,286014,794810,303157,8809,312611,73997,386608,32204,232735,1382,10797,239081,111366,75967,48671,4200,281671,12132,94.0,59.0
Madhya Pradesh,Sheopur,25.78014810996563,77.16911116838484,418,687861,361784,326077,328025,277455,638702,41396,230,6387,201,379,183788,93667,410406,115261,4166,150146,26376,176522,11701,74770,273,5393,70840,37072,24732,17091,1634,138428,5214,90.0,48.0
Madhya Pradesh,Shivpuri,25.37802451874367,77.74861600810549,423,1726050,919795,806255,900846,759281,1648749,51200,1117,7151,3421,12171,481001,278280,966769,220440,13079,367859,66759,434618,35706,148128,1852,15304,214162,84684,58509,44812,5417,341253,11678,88.0,52.0
Madhya Pradesh,Sidhi,24.17547189952905,82.1053783359498,462,1127033,575912,551121,600785,461760,1077545,34419,511,128,92,93,284289,177471,665273,262030,15654,250953,25916,276869,9569,102228,837,10790,168224,80312,60845,33067,3320,231540,5173,96.0,53.0
Madhya Pradesh,Tikamgarh,25.14099852104666,78.89357064846428,424,1445166,760355,684811,747940,655318,1383475,44143,588,251,109,15569,402776,252542,789848,223852,15622,322772,60220,382992,21489,132725,1090,10899,188694,78053,58245,35034,4139,292003,5586,90.0,52.0
Madhya Pradesh,Ujjain,23.319288862745065,75.80383717647058,435,1986864,1016289,970575,1240990,897442,1718204,233133,4659,3241,945,24622,569425,328017,1089422,302003,19678,300765,188684,489449,123526,323379,7501,27733,280030,159263,119586,111290,12167,338261,36739,96.0,62.0
Madhya Pradesh,Umaria,23.59601063063061,80.90879477477475,431,644758,330674,314084,356672,289691,620515,15966,667,190,70,220,175698,113993,355067,145690,8767,138100,29966,168066,12713,67975,839,6360,94011,43418,27216,18144,1873,134416,4877,95.0,55.0
Madhya Pradesh,Vidisha,23.82838307984792,77.9013507604563,443,1458875,769568,689307,862918,550402,1287391,149548,1313,914,295,18490,401583,148819,908473,228308,12408,292579,83830,376409,41617,181510,1926,12888,214603,104007,65581,59814,5682,275519,15915,90.0,59.0
Maharashtra,Akola,20.746310479041902,77.12122320359276,501,1813906,932334,881572,1411281,768154,1107809,357253,4483,1504,328033,10205,520362,247792,1045752,388521,9660,308158,196077,504235,107463,314490,6163,24232,328367,291391,205723,112574,9037,339748,37265,95.0,78.0
Maharashtra,Amravati,21.16520991810736,77.67583503184723,503,2888445,1480768,1407677,2251875,1236322,2055177,421410,7223,2242,383891,11360,837577,398745,1652123,667943,20998,508921,272894,781815,175917,512492,9438,36185,468853,525116,346876,203273,15285,569476,42996,95.0,78.0
Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,235,2540073,1318684,1221389,1466002,837770,2291133,237353,2218,295,334,775,599157,238613,1702303,426096,40652,428291,49006,477297,24106,44456,2362,31168,482199,253142,136783,91371,7145,377134,6754,93.0,58.0
Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,515,3701282,1924469,1776813,2503837,1575079,2545438,786677,15991,5142,309093,30981,1015864,559215,2126203,396630,28033,551789,427343,979132,246324,589477,23258,69937,686271,537936,310762,253253,33322,580691,138210,92.0,68.0
Maharashtra,Bhandara,21.211792649727748,80.10950199637024,506,1200334,605520,594814,899860,597305,1009352,26502,2145,831,154458,1017,345054,252251,603029,312183,17169,283843,72575,356418,55948,227025,2932,13165,187870,204435,153749,67061,5184,243836,26370,98.0,75.0
Maharashtra,Bid,18.952353340080982,75.69319706477731,523,2585049,1349106,1235943,1718507,1255548,2174672,320395,2097,824,68482,8719,727819,527729,1329501,373566,21093,563114,135457,698571,82098,402052,5614,29198,436446,316758,206530,129996,12836,492304,39323,92.0,66.0
Maharashtra,Buldana,20.56680611183355,76.39017880364096,500,2586258,1337560,1248698,1879874,1219641,1845424,354236,3531,1668,364229,12242,734024,485617,1366617,603227,13770,575405,152787,728192,103898,423036,4767,24877,457067,406379,228266,113783,10034,496630,31267,93.0,73.0
Maharashtra,Chandrapur,20.095609090909075,79.31556380471388,509,2204307,1123834,1080473,1578615,1058172,1780085,92297,10701,5251,286734,3861,648565,409607,1146135,473983,21346,451324,233331,684655,172661,418666,8239,31419,316192,351610,241179,126488,12746,440367,67694,96.0,72.0
Maharashtra,Dhule,21.274018690400517,74.58719071837263,498,2050862,1054031,996831,1293916,936370,1825460,187901,3653,1422,13405,12818,570448,365922,1114492,429536,20646,382777,146013,528790,126138,315332,6065,27139,323641,290656,182739,114931,10912,344482,54960,95.0,63.0
Maharashtra,Gondiya,21.225008411214997,80.17522698598128,507,1322507,661554,660953,1004243,665419,1153861,26157,1827,2160,125282,1568,383151,282268,657088,281414,32525,319702,66813,386515,38044,239981,2866,13595,237888,225595,159570,57923,5074,266154,17945,100.0,76.0
Maharashtra,Hingoli,19.59525302245251,77.09239412780653,512,1177345,606294,571051,790743,569182,863199,127552,992,643,176679,5278,330903,238279,608163,226483,8268,242456,41913,284369,27700,159114,1221,9676,266649,136075,74544,38698,3833,209663,13034,94.0,67.0
Maharashtra,Jalgaon,20.8828943415638,75.55140421810695,499,4229917,2197365,2032552,2891882,1863571,3457615,560261,7091,3091,143865,27404,1186472,677099,2366346,937174,38930,796223,373565,1169788,350029,720791,14297,56775,735730,627198,375643,229987,19560,724904,125375,92.0,68.0
Maharashtra,Jalna,19.984612534818933,75.98473607242339,514,1959046,1011473,947573,1195523,930886,1504641,274221,12542,1629,152540,9619,545030,385856,1028160,300937,16705,404746,98084,502830,60219,288895,3791,17236,422207,225331,120715,64060,8400,348751,29927,94.0,61.0
Maharashtra,Kolhapur,16.44881301587301,74.12897150793648,530,3876001,1980658,1895343,2825845,1704054,3379906,286558,15573,1570,29766,154882,1125204,578850,2171947,266028,59932,796496,382818,1179314,340318,770005,22269,71879,622362,698604,395234,335413,49081,699588,106291,96.0,73.0
Maharashtra,Latur,18.348687268993856,76.75812607802874,524,2454196,1273140,1181056,1650672,1046857,2006984,367664,2387,935,66535,6387,670018,376839,1407339,416578,17663,428616,157016,585632,96018,381722,6217,29758,423711,380344,224998,153256,13150,421140,44074,93.0,67.0
Maharashtra,Nagpur,21.196556862745105,79.02166176470584,505,4653570,2384975,2268595,3673808,1868560,3492202,390974,34667,20469,668050,24528,1334211,534349,2785010,423587,52419,430844,877522,1308366,599780,917626,57964,135750,666693,790443,542228,493236,71592,770480,187414,95.0,79.0
Maharashtra,Nanded,19.209316983017,77.6829048951049,511,3361292,1730075,1631217,2189425,1493953,2501741,471951,3902,13540,354189,5049,925232,568721,1867339,632395,29158,591119,230563,821682,116284,488748,7548,43055,691348,416761,255650,156225,12341,579750,61234,94.0,65.0
Maharashtra,Nandurbar,21.523175625248147,74.32638757443429,497,1648295,833170,815125,906509,792065,1521618,96182,8467,685,4969,6191,442898,349167,856230,438176,14599,333440,71572,405012,54335,186202,2579,17047,218718,160961,113019,58461,6135,292483,21845,98.0,55.0
Maharashtra,Nashik,20.266912871287143,74.03824168316828,516,6107187,3157186,2950001,4345366,2763328,5237009,693052,23946,8912,94783,38212,1746286,1017042,3343859,730228,56132,904661,764271,1668932,536781,904710,45039,138887,1038955,830070,485052,373100,79590,934281,196514,93.0,71.0
Maharashtra,Osmanabad,18.19459456066944,75.99495575313809,525,1657576,861535,796041,1137810,773916,1437623,178925,942,340,28216,4530,473795,300121,883660,299525,19831,367158,77832,444990,49180,240042,3209,18183,300965,260772,139479,96847,7974,316237,22964,92.0,69.0
Maharashtra,Parbhani,19.31032425249168,76.70163338870431,513,1836086,942870,893216,1157814,822797,1328385,306364,2081,1371,187899,6238,501422,321375,1013289,317806,13210,293480,133759,427239,59272,272486,3982,21196,396713,229103,116041,81333,6973,325984,25840,95.0,63.0
Maharashtra,Pune,18.51696171428573,74.12922881632647,521,9429408,4924105,4505303,7171723,4048993,8090254,673704,134192,27090,340404,127786,2809816,1239177,5380415,414461,105711,1165718,2056739,3222457,1410448,1925019,235018,490260,1234549,1414563,867256,1086650,273326,1382496,612584,91.0,76.0
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,403,1493984,750278,743706,951639,690167,1422986,17332,47653,2117,781,409,429211,260956,803817,323788,9959,354278,66638,420916,27771,297308,3342,13857,260661,130700,93340,66358,5979,331942,19805,99.0,64.0
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,520,2634200,1344345,1289855,1939994,1072969,2239370,227465,17452,7477,121791,12260,753843,319126,1561231,191182,32919,581868,377160,959028,328277,547206,38570,96301,407662,441072,221410,204507,43536,463109,119513,96.0,74.0
Maharashtra,Ratnagiri,17.210195070127703,73.25725893866404,528,1615069,761121,853948,1199392,714076,1307211,187197,1990,230,113467,3347,407008,307068,900993,153117,17230,538538,100824,639362,100860,367352,7752,31062,378554,247257,111600,65700,15191,346267,37274,112.0,74.0
Maharashtra,Sangli,17.154930181086502,74.70713822937628,531,2822143,1435728,1386415,2049467,1215104,2440312,239607,9098,1260,38210,87453,800214,414890,1607039,290693,40824,626872,226801,853673,227034,485126,13212,49056,507318,453404,244804,214003,29515,498771,67342,97.0,73.0
Maharashtra,Satara,17.6737908974359,74.18052064102558,527,3003741,1510842,1492899,2225694,1354947,2691952,146970,4408,1182,141315,12810,844805,510142,1648794,297241,39772,774522,200949,975471,271186,562653,14093,57423,495822,556706,299993,243457,36046,550485,67211,99.0,74.0
Maharashtra,Sindhudurg,16.170948049777163,73.51329008172343,529,849651,417332,432319,666067,347178,780384,26264,15471,219,24762,1046,229676,117502,502473,81816,9679,295847,44989,340836,42540,194228,3517,15721,165284,175070,89023,48418,9264,181960,17110,104.0,78.0
Maharashtra,Solapur,17.837357937584812,75.42394823609216,526,4317756,2227852,2089904,2910676,1898395,3795424,441254,9882,1279,35497,28134,1206933,691462,2419361,558334,71106,779929,376302,1156231,248255,595560,15145,59296,788150,643327,328020,236302,28219,723697,97376,94.0,67.0
Maharashtra,Thane,19.698767747440264,72.79882742564581,517,11060148,5865078,5195070,8227161,4492767,8716055,1355630,280700,39149,449617,172052,3363123,1129644,6567381,418004,124461,713994,2904157,3618151,1610460,2231800,256170,551643,1530916,1751284,1080597,961719,172210,1758319,632143,89.0,74.0
Maharashtra,Wardha,20.80743024390242,78.57259105691062,504,1300774,668385,632389,1019458,608235,1057096,53854,2696,2147,175417,5663,392316,215919,692539,282170,13785,268486,120218,388704,114029,266155,4313,16260,186781,225208,158055,93772,6970,263170,28598,95.0,78.0
Maharashtra,Washim,20.282282394366213,77.25502394366208,502,1197160,620302,576858,869917,569792,859949,142672,1707,518,179330,8476,340353,229439,627368,310195,7122,274925,55921,330846,36840,196022,1875,10757,238985,162762,116032,47865,3623,240347,10854,93.0,73.0
Maharashtra,Yavatmal,20.04258346738159,78.05326371760479,510,2772348,1419965,1352383,2022574,1355999,2251401,239236,4567,1596,249874,11422,815475,540524,1416349,739718,17899,629243,168889,798132,134500,446516,6094,29917,562739,389924,245819,123074,12132,575266,39344,95.0,73.0
Manipur,Bishnupur,24.50712111801243,93.8246236024845,275,237399,118782,118617,156333,109937,175102,18691,4264,56,76,16,62807,47130,127462,15109,11567,34977,21172,56149,11393,34364,676,3447,36011,31775,20077,20074,2009,43516,784,100.0,66.0
Manipur,Chandel,24.2635812987013,94.09443844155844,280,144182,74579,69603,90302,76238,10810,3086,129049,136,400,59,42615,33623,67944,8315,3040,30377,3783,34160,1424,18764,184,1782,28163,18971,12213,8105,908,27448,1411,93.0,63.0
Manipur,Churachandpur,24.30309718875504,93.38671506024085,274,274143,138820,135323,195935,122655,12034,2886,254979,152,495,87,70594,52061,151488,8282,5067,52972,4853,57825,13371,29894,837,4496,67907,38567,23284,14523,1807,42769,6655,97.0,71.0
Manipur,Senapati,25.08465586034914,94.03366234413956,272,479148,247323,231825,264477,233622,43833,1649,426819,140,2409,53,124143,109479,245526,30369,4978,38008,1826,39834,2430,22798,256,2170,81735,62033,40438,24940,827,33051,1017,94.0,55.0
Manipur,Tamenglong,24.98312942238265,93.49450740072204,273,140651,72371,68280,85006,70675,2995,589,134760,59,425,57,37237,33438,69976,1924,1710,23982,4119,28101,1229,11541,125,1362,28461,17867,11645,7102,495,23804,352,94.0,60.0
Manipur,Thoubal,24.545392553191498,93.97959893617023,276,422168,210845,211323,269304,195319,267146,107323,4322,106,114,24,109377,85942,226849,33106,21017,65961,38302,104263,15994,49507,880,5110,69738,55803,37899,28550,3141,83390,873,100.0,64.0
Manipur,Ukhrul,25.05900314960629,94.44129566929138,279,183998,94718,89280,129829,87929,7553,1115,174112,108,635,70,46533,41396,96069,3852,2233,36084,5806,41890,1659,14026,276,2437,29382,31734,22729,15636,1107,32455,2313,94.0,71.0
Meghalaya,East Garo Hills,25.82728228228228,90.64684924924916,294,317917,161223,156694,192147,126073,17272,3359,289708,56,1004,38,72262,53811,191844,19246,2475,62698,11518,74216,1839,24550,288,2368,70679,31328,9473,2484,1167,54960,2057,97.0,60.0
Meghalaya,East Khasi Hills,25.303763888888884,91.75922519841272,298,825922,410749,415173,578030,326786,144935,14185,543394,2495,3111,303,204303,122483,499136,40889,2966,106248,108843,215091,41496,135941,5032,19306,163729,94579,58836,61639,15048,93999,59647,101.0,70.0
Meghalaya,Jaintia Hills,25.33959557069844,92.37608160136298,299,395124,196285,198839,187527,154180,12456,1646,271596,34,284,45,88839,65341,240944,35766,2004,76546,7171,83717,7150,41677,510,4333,61526,26748,13544,8039,4790,57268,6500,101.0,47.0
Meghalaya,South Garo Hills,25.240568578553614,90.64560349127176,295,142334,73170,69164,82062,53069,7036,1050,132984,27,332,10,32826,20243,89265,5565,1249,35930,3713,39643,482,10940,179,1625,28921,13858,3998,826,695,22964,873,95.0,58.0
Meghalaya,West Garo Hills,25.495285185185185,90.03709947089942,293,643291,324159,319132,358702,255693,122936,106788,389956,209,3392,144,151914,103779,387598,39725,7643,139351,18594,157945,10006,51301,1630,8872,129178,70941,29404,10856,3589,113504,6163,98.0,56.0
Meghalaya,West Khasi Hills,25.500889926739926,91.25364542124538,296,383461,193715,189746,230678,163345,6498,1533,366881,58,1313,38,89694,73651,220116,37184,2475,74832,12299,87131,476,32873,149,2462,78208,28417,12295,6450,1683,59459,3555,98.0,60.0
Mizoram,Aizawl,23.90781335453101,92.85359459459472,283,400309,199270,201039,340595,174636,13249,5264,379134,105,1570,76,104643,69993,225673,11434,3360,20570,80341,100911,64710,79804,4019,21093,68214,78752,37701,31310,9581,40704,38953,101.0,85.0
